nr. sessions,nr. rest days,total kms,max km one day,"nr. tough sessions (effort in Z5, T1 or T2)",nr. strength trainings
7.0,1.0,72.5,18.7,2.0,1.0
5.0,2.0,39.7,15.0,1.0,2.0
8.0,0.0,47.9,16.4,1.0,3.0
5.0,2.0,68.2,17.8,2.0,0.0
6.0,2.0,51.5,13.0,1.0,1.0
8.0,0.0,83.2,16.4,2.0,2.0
11.0,0.0,105.1,24.0,0.0,0.0
4.0,3.0,33.1,14.7,1.0,2.0
6.0,1.0,39.9,13.0,0.0,2.0
5.0,2.0,115.4,30.0,1.0,0.0
3.0,4.0,22.0,12.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,0.0
3.0,4.0,15.0,5.0,0.0,0.0
6.0,1.0,6.0,6.0,0.0,0.0
7.0,0.0,29.1,9.0,0.0,2.0
5.0,2.0,49.4,16.0,1.0,0.0
7.0,2.0,57.9,28.0,1.0,0.0
3.0,4.0,34.8,13.6,0.0,0.0
5.0,2.0,21.0,9.0,0.0,2.0
12.0,0.0,73.0,20.0,2.0,0.0
8.0,2.0,64.0,24.0,1.0,2.0
7.0,1.0,76.1,18.5,2.0,1.0
1.0,6.0,15.5,15.5,0.0,0.0
8.0,0.0,77.7,13.2,2.0,1.0
9.0,0.0,158.4,34.0,2.0,0.0
6.0,1.0,101.4,20.4,0.0,0.0
8.0,1.0,72.5,18.5,0.0,2.0
7.0,0.0,103.8,19.0,1.0,0.0
5.0,2.0,34.0,16.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
10.0,1.0,133.9,36.3,2.0,1.0
10.0,1.0,49.0,15.0,0.0,2.0
4.0,3.0,34.0,12.0,0.0,0.0
3.0,4.0,20.7,13.0,0.0,0.0
8.0,1.0,71.0,27.0,0.0,0.0
6.0,2.0,44.3,12.3,0.0,3.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,1.0,67.2,19.7,1.0,0.0
5.0,2.0,25.0,8.0,0.0,1.0
9.0,0.0,40.9,12.5,1.0,1.0
7.0,0.0,47.3,12.4,2.0,1.0
6.0,2.0,52.3,13.8,1.0,1.0
7.0,0.0,58.8,14.0,3.0,2.0
10.0,0.0,11.6,4.0,0.0,2.0
8.0,0.0,61.4,18.2,1.0,2.0
4.0,3.0,15.8,5.5,0.0,0.0
9.0,0.0,103.7,24.8,2.0,0.0
5.0,2.0,72.0,28.0,3.0,1.0
10.0,0.0,140.0,26.0,3.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,79.2,19.6,1.0,2.0
4.0,4.0,0.0,0.0,0.0,3.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,39.2,11.0,0.0,2.0
6.0,1.0,52.7,13.0,2.0,1.0
4.0,3.0,48.3,13.7,0.0,0.0
5.0,3.0,66.6,26.7,0.0,0.0
6.0,1.0,40.9,9.0,1.0,0.0
6.0,1.0,33.8,11.0,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,26.4,12.2,1.0,1.0
8.0,1.0,37.0,15.0,0.0,0.0
6.0,1.0,18.4,6.4,1.0,2.0
6.0,1.0,5.7,3.2,0.0,2.0
4.0,3.0,76.5,26.0,1.0,0.0
7.0,0.0,48.1,14.7,2.0,0.0
6.0,1.0,82.7,15.0,1.0,0.0
7.0,1.0,54.7,15.9,0.0,0.0
5.0,2.0,13.0,5.0,0.0,2.0
4.0,3.0,17.7,5.0,0.0,0.0
3.0,4.0,30.5,11.0,0.0,0.0
6.0,1.0,71.1,15.3,2.0,0.0
7.0,0.0,44.0,12.0,2.0,2.0
6.0,2.0,51.7,16.3,1.0,0.0
6.0,1.0,57.0,13.0,1.0,1.0
7.0,1.0,48.9,11.5,2.0,2.0
8.0,0.0,97.7,19.7,2.0,2.0
4.0,3.0,19.8,7.4,0.0,0.0
5.0,2.0,33.0,10.6,2.0,0.0
4.0,3.0,37.3,13.2,2.0,0.0
8.0,0.0,53.7,14.2,2.0,1.0
8.0,1.0,52.2,16.5,2.0,2.0
6.0,1.0,0.0,0.0,0.0,0.0
6.0,1.0,50.3,11.3,3.0,0.0
13.0,0.0,58.7,12.5,3.0,2.0
5.0,2.0,50.3,15.6,2.0,1.0
10.0,0.0,87.5,20.6,0.0,2.0
7.0,0.0,114.2,22.0,0.0,0.0
6.0,2.0,9.5,5.0,0.0,1.0
5.0,3.0,39.3,17.0,0.0,3.0
5.0,2.0,36.2,12.6,1.0,0.0
6.0,1.0,59.9,17.5,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,1.0,74.8,27.1,2.0,0.0
9.0,0.0,78.3,21.5,1.0,1.0
6.0,1.0,51.5,13.2,1.0,0.0
4.0,4.0,9.6,5.5,0.0,0.0
7.0,1.0,11.6,4.9,3.0,1.0
4.0,3.0,39.7,15.2,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,26.8,7.8,3.0,2.0
6.0,1.0,6.6,3.4,0.0,0.0
10.0,0.0,107.4,27.0,2.0,1.0
7.0,1.0,87.2,19.2,2.0,0.0
5.0,2.0,29.6,12.0,1.0,1.0
7.0,0.0,34.2,9.7,1.0,2.0
5.0,3.0,40.0,11.0,0.0,4.0
9.0,1.0,1.0,1.0,0.0,3.0
4.0,3.0,36.6,12.8,0.0,0.0
5.0,2.0,46.1,11.8,3.0,0.0
6.0,1.0,38.9,11.0,3.0,1.0
6.0,1.0,51.9,18.0,3.0,2.0
7.0,0.0,64.1,15.2,2.0,1.0
8.0,0.0,155.6,82.3,2.0,1.0
6.0,1.0,41.2,14.0,1.0,2.0
7.0,0.0,94.8,24.0,2.0,0.0
4.0,3.0,18.4,8.0,2.0,1.0
1.0,6.0,0.0,0.0,0.0,0.0
5.0,3.0,58.0,22.5,0.0,0.0
6.0,2.0,47.3,20.8,2.0,1.0
5.0,2.0,41.1,11.9,3.0,0.0
7.0,1.0,50.2,12.0,3.0,1.0
9.0,0.0,112.4,25.0,1.0,2.0
8.0,0.0,64.5,14.0,2.0,2.0
6.0,1.0,43.0,11.0,0.0,0.0
3.0,4.0,47.7,20.0,1.0,0.0
6.0,1.0,28.0,10.5,2.0,0.0
7.0,0.0,55.8,13.0,3.0,1.0
8.0,0.0,111.8,26.2,1.0,2.0
3.0,4.0,32.0,14.0,0.0,0.0
4.0,3.0,15.8,6.2,2.0,0.0
7.0,0.0,35.0,7.3,3.0,1.0
4.0,3.0,49.0,20.0,0.0,0.0
6.0,1.0,22.2,8.0,0.0,1.0
6.0,1.0,0.0,0.0,0.0,6.0
5.0,2.0,77.5,18.9,2.0,0.0
6.0,1.0,53.2,13.5,2.0,2.0
7.0,0.0,55.8,17.7,1.0,0.0
5.0,3.0,0.0,0.0,0.0,4.0
8.0,0.0,139.0,26.0,3.0,0.0
7.0,0.0,38.8,12.2,2.0,2.0
7.0,0.0,65.6,14.2,2.0,1.0
6.0,1.0,50.1,11.0,2.0,0.0
10.0,1.0,0.0,0.0,0.0,0.0
5.0,2.0,82.8,20.0,0.0,0.0
5.0,2.0,44.4,12.2,2.0,0.0
3.0,4.0,0.0,0.0,0.0,1.0
5.0,2.0,64.4,17.0,0.0,0.0
7.0,1.0,37.5,10.5,1.0,0.0
4.0,3.0,26.7,9.0,3.0,0.0
9.0,0.0,0.0,0.0,0.0,2.0
6.0,1.0,58.7,13.2,2.0,1.0
8.0,0.0,78.1,15.0,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,1.0,1.0,0.0,1.0
4.0,3.0,31.1,9.4,1.0,0.0
6.0,1.0,71.7,20.5,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,29.5,8.6,1.0,1.0
6.0,2.0,54.5,23.7,2.0,0.0
6.0,1.0,21.9,8.4,3.0,1.0
4.0,3.0,33.0,11.5,1.0,0.0
5.0,2.0,32.0,10.6,2.0,0.0
5.0,2.0,36.0,16.0,0.0,1.0
6.0,1.0,15.0,15.0,0.0,5.0
4.0,3.0,39.7,18.6,1.0,1.0
4.0,3.0,23.5,8.0,1.0,1.0
7.0,0.0,40.9,14.5,0.0,1.0
6.0,1.0,47.1,12.6,2.0,0.0
7.0,0.0,30.1,9.0,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
2.0,5.0,7.0,7.0,0.0,1.0
5.0,2.0,38.9,11.2,2.0,0.0
4.0,3.0,9.9,6.2,0.0,0.0
6.0,1.0,49.9,10.5,3.0,0.0
6.0,3.0,40.5,14.4,1.0,0.0
8.0,0.0,112.0,26.9,2.0,1.0
4.0,3.0,31.5,12.5,3.0,0.0
1.0,6.0,4.0,4.0,0.0,0.0
6.0,1.0,72.0,17.4,0.0,1.0
9.0,0.0,135.5,31.5,2.0,0.0
8.0,0.0,90.5,23.0,0.0,0.0
5.0,2.0,50.5,12.1,2.0,0.0
5.0,2.0,0.0,0.0,0.0,3.0
5.0,2.0,36.8,11.9,0.0,1.0
6.0,1.0,33.5,9.5,1.0,1.0
7.0,1.0,51.6,15.5,2.0,3.0
2.0,5.0,4.5,4.5,0.0,1.0
7.0,2.0,38.3,11.3,0.0,1.0
7.0,1.0,33.6,13.5,1.0,3.0
9.0,0.0,129.6,25.3,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,5.0
5.0,2.0,42.4,13.4,3.0,1.0
7.0,1.0,117.0,30.0,1.0,0.0
6.0,1.0,56.0,14.0,4.0,1.0
5.0,2.0,54.5,15.0,0.0,1.0
4.0,3.0,21.1,9.5,0.0,1.0
4.0,3.0,28.4,7.4,0.0,0.0
5.0,2.0,9.5,6.0,0.0,1.0
6.0,2.0,0.0,0.0,0.0,2.0
5.0,2.0,43.1,12.0,2.0,0.0
5.0,2.0,61.3,16.3,1.0,0.0
6.0,1.0,34.7,9.1,1.0,0.0
5.0,2.0,41.8,12.3,2.0,0.0
11.0,1.0,105.2,20.8,0.0,1.0
11.0,0.0,62.0,20.0,1.0,1.0
6.0,1.0,20.8,8.9,1.0,1.0
6.0,3.0,46.3,18.0,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
2.0,5.0,18.2,9.4,1.0,0.0
8.0,0.0,34.1,7.8,1.0,1.0
11.0,1.0,87.6,31.8,2.0,0.0
4.0,3.0,21.3,8.0,2.0,0.0
6.0,1.0,34.2,10.0,2.0,1.0
12.0,0.0,11.7,3.7,0.0,3.0
6.0,2.0,81.9,26.2,1.0,0.0
4.0,3.0,38.5,12.5,2.0,0.0
6.0,2.0,5.5,2.5,0.0,3.0
1.0,6.0,6.0,6.0,0.0,0.0
8.0,1.0,19.4,10.6,0.0,0.0
4.0,3.0,16.4,5.3,0.0,0.0
4.0,3.0,17.7,7.3,0.0,1.0
10.0,0.0,105.5,23.0,2.0,2.0
2.0,5.0,12.7,7.3,1.0,0.0
7.0,0.0,26.0,10.0,0.0,3.0
5.0,2.0,62.0,18.0,0.0,1.0
6.0,1.0,37.9,8.6,2.0,0.0
7.0,0.0,48.8,17.8,2.0,2.0
6.0,1.0,53.4,15.2,0.0,1.0
11.0,0.0,118.0,28.0,1.0,3.0
2.0,5.0,11.6,6.8,1.0,0.0
4.0,3.0,44.6,17.0,0.0,0.0
5.0,2.0,46.6,18.0,1.0,1.0
6.0,1.0,68.1,15.5,1.0,2.0
6.0,1.0,0.0,0.0,0.0,2.0
6.0,3.0,58.9,20.5,1.0,1.0
8.0,0.0,78.6,17.0,1.0,0.0
5.0,2.0,0.0,0.0,0.0,0.0
6.0,2.0,77.2,26.7,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,102.0,20.2,1.0,0.0
5.0,2.0,50.8,12.7,2.0,0.0
6.0,1.0,23.8,6.6,0.0,1.0
6.0,1.0,17.9,9.4,1.0,1.0
5.0,2.0,56.4,15.4,2.0,0.0
5.0,2.0,68.0,21.0,1.0,0.0
9.0,1.0,116.6,26.7,2.0,2.0
4.0,3.0,0.0,0.0,0.0,1.0
6.0,1.0,30.5,18.8,0.0,1.0
11.0,1.0,139.9,31.2,1.0,0.0
5.0,2.0,65.9,17.4,0.0,0.0
5.0,2.0,53.8,14.5,0.0,1.0
8.0,1.0,63.5,15.8,3.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,28.6,9.5,3.0,0.0
8.0,0.0,115.1,49.2,1.0,0.0
7.0,1.0,63.4,18.2,1.0,2.0
6.0,1.0,41.2,15.6,3.0,2.0
8.0,2.0,74.0,21.0,1.0,1.0
9.0,0.0,131.3,22.0,2.0,1.0
7.0,1.0,71.6,29.4,1.0,2.0
13.0,0.0,100.1,22.1,2.0,2.0
6.0,1.0,64.4,14.1,1.0,0.0
7.0,1.0,63.5,20.1,2.0,1.0
6.0,1.0,38.8,13.6,1.0,2.0
4.0,3.0,33.0,12.0,0.0,0.0
8.0,1.0,109.3,24.7,0.0,0.0
7.0,0.0,25.2,8.0,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,72.0,14.7,0.0,0.0
6.0,1.0,53.9,12.6,2.0,0.0
1.0,6.0,6.0,6.0,0.0,0.0
9.0,0.0,19.0,7.0,0.0,3.0
3.0,4.0,23.6,10.8,0.0,0.0
11.0,0.0,217.6,42.3,3.0,0.0
5.0,2.0,62.0,14.8,1.0,0.0
10.0,0.0,141.1,27.5,2.0,1.0
6.0,1.0,52.0,16.0,1.0,2.0
8.0,2.0,67.0,21.0,4.0,0.0
6.0,1.0,29.5,9.0,0.0,2.0
9.0,1.0,46.8,13.0,0.0,2.0
3.0,5.0,24.9,13.1,0.0,0.0
6.0,1.0,75.1,15.0,1.0,0.0
6.0,1.0,72.9,14.9,1.0,0.0
5.0,2.0,50.2,17.5,1.0,2.0
6.0,1.0,27.5,8.5,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,49.3,9.7,2.0,0.0
9.0,0.0,142.2,24.0,1.0,0.0
7.0,0.0,76.0,15.0,1.0,3.0
5.0,2.0,16.9,9.7,1.0,0.0
9.0,0.0,61.2,13.4,3.0,1.0
8.0,0.0,116.3,30.2,1.0,1.0
5.0,2.0,64.0,19.0,0.0,0.0
6.0,1.0,76.0,24.2,0.0,0.0
5.0,3.0,38.9,12.5,2.0,1.0
8.0,1.0,105.0,29.8,0.0,0.0
6.0,1.0,46.9,12.2,0.0,1.0
8.0,0.0,87.8,20.0,2.0,0.0
2.0,5.0,10.9,5.6,0.0,0.0
4.0,3.0,17.0,11.0,0.0,1.0
6.0,1.0,10.8,5.0,0.0,2.0
5.0,2.0,51.8,14.4,1.0,1.0
10.0,0.0,90.0,19.0,0.0,8.0
5.0,2.0,15.2,5.2,0.0,1.0
4.0,3.0,36.0,10.0,0.0,0.0
11.0,0.0,83.8,17.5,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,1.0,70.5,16.0,1.0,1.0
7.0,1.0,21.4,7.2,1.0,3.0
6.0,1.0,0.0,0.0,0.0,2.0
8.0,0.0,55.1,18.1,0.0,1.0
6.0,2.0,0.0,0.0,0.0,3.0
6.0,1.0,51.2,12.3,2.0,1.0
8.0,0.0,76.8,21.0,1.0,2.0
6.0,1.0,31.0,8.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,36.2,12.5,1.0,2.0
6.0,1.0,43.8,11.8,1.0,0.0
8.0,1.0,73.7,17.2,2.0,1.0
10.0,0.0,94.3,33.4,3.0,1.0
6.0,1.0,0.0,0.0,0.0,2.0
7.0,0.0,114.8,22.0,1.0,3.0
5.0,2.0,55.4,15.5,1.0,0.0
5.0,2.0,24.8,9.4,2.0,1.0
3.0,4.0,28.4,11.1,0.0,0.0
1.0,6.0,6.0,6.0,0.0,0.0
6.0,1.0,41.2,14.7,1.0,2.0
8.0,1.0,83.2,25.8,4.0,1.0
5.0,2.0,52.0,14.0,2.0,1.0
6.0,1.0,32.7,8.4,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,12.0,4.0,0.0,0.0
4.0,3.0,51.1,14.1,1.0,0.0
4.0,3.0,36.0,11.0,1.0,0.0
9.0,0.0,54.8,12.5,0.0,1.0
5.0,2.0,0.0,0.0,0.0,2.0
7.0,1.0,90.5,25.0,0.0,0.0
6.0,1.0,68.9,17.2,0.0,1.0
5.0,2.0,32.0,13.0,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,34.2,13.2,0.0,0.0
6.0,1.0,62.4,16.1,2.0,0.0
10.0,0.0,0.0,0.0,0.0,3.0
4.0,3.0,0.0,0.0,0.0,0.0
5.0,2.0,60.6,19.6,0.0,0.0
3.0,4.0,25.2,9.0,0.0,0.0
7.0,1.0,0.0,0.0,0.0,2.0
8.0,0.0,82.5,23.4,1.0,2.0
10.0,0.0,126.7,27.0,0.0,1.0
6.0,1.0,45.5,12.0,3.0,1.0
4.0,4.0,24.9,13.8,0.0,1.0
7.0,2.0,86.0,19.6,1.0,0.0
5.0,2.0,64.6,16.0,0.0,0.0
4.0,3.0,24.8,9.5,0.0,0.0
7.0,0.0,97.3,24.0,2.0,0.0
8.0,0.0,126.5,29.3,1.0,0.0
5.0,2.0,52.5,14.5,3.0,1.0
4.0,3.0,19.1,6.5,0.0,0.0
6.0,2.0,65.7,19.9,0.0,0.0
11.0,0.0,9.4,6.0,0.0,2.0
6.0,1.0,66.4,16.9,0.0,0.0
5.0,2.0,74.9,21.2,2.0,0.0
8.0,1.0,23.3,8.4,0.0,2.0
6.0,1.0,69.5,25.5,1.0,0.0
7.0,1.0,22.0,12.0,0.0,0.0
9.0,1.0,73.0,21.0,2.0,1.0
8.0,0.0,65.0,13.0,0.0,0.0
7.0,1.0,57.7,15.0,2.0,1.0
6.0,2.0,43.1,16.0,2.0,1.0
3.0,4.0,9.4,9.4,0.0,3.0
3.0,4.0,4.0,4.0,0.0,0.0
5.0,3.0,4.5,4.5,0.0,3.0
8.0,0.0,40.4,13.3,0.0,0.0
4.0,3.0,18.9,9.2,0.0,1.0
9.0,1.0,84.8,17.0,0.0,0.0
9.0,0.0,59.0,18.0,1.0,2.0
6.0,1.0,24.0,14.0,0.0,1.0
4.0,3.0,51.5,16.0,0.0,0.0
5.0,2.0,32.5,9.0,2.0,0.0
7.0,1.0,100.8,26.9,1.0,0.0
7.0,0.0,71.1,14.0,2.0,1.0
7.0,0.0,50.7,11.5,2.0,2.0
7.0,1.0,33.7,13.5,1.0,1.0
9.0,1.0,63.1,18.0,3.0,1.0
7.0,0.0,1.6,1.6,0.0,2.0
7.0,0.0,30.1,9.0,0.0,2.0
4.0,3.0,65.5,23.5,1.0,0.0
5.0,2.0,17.4,5.0,0.0,0.0
4.0,3.0,14.6,7.6,1.0,1.0
3.0,4.0,12.3,6.8,1.0,0.0
6.0,2.0,13.3,6.7,0.0,1.0
9.0,0.0,76.8,18.3,0.0,1.0
6.0,1.0,58.5,12.0,2.0,1.0
7.0,0.0,62.7,16.1,3.0,2.0
7.0,1.0,38.4,9.0,3.0,1.0
7.0,0.0,100.8,26.0,0.0,1.0
6.0,1.0,145.4,131.0,0.0,0.0
4.0,3.0,38.5,11.0,0.0,0.0
6.0,1.0,54.2,15.0,1.0,3.0
5.0,3.0,90.0,28.0,0.0,0.0
9.0,0.0,82.2,23.2,3.0,0.0
4.0,3.0,20.1,6.3,0.0,0.0
9.0,0.0,95.6,17.8,0.0,1.0
1.0,6.0,0.0,0.0,0.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0
3.0,4.0,39.7,18.6,1.0,1.0
5.0,2.0,28.0,10.0,0.0,1.0
3.0,4.0,35.5,13.0,0.0,0.0
4.0,3.0,32.0,12.0,1.0,1.0
7.0,1.0,48.2,14.0,2.0,0.0
9.0,0.0,60.4,18.4,2.0,2.0
6.0,2.0,79.8,25.0,1.0,1.0
5.0,2.0,35.0,14.0,0.0,0.0
7.0,1.0,94.6,21.0,1.0,0.0
5.0,2.0,55.5,20.0,0.0,1.0
11.0,1.0,136.0,28.5,2.0,0.0
5.0,2.0,21.1,12.2,0.0,1.0
7.0,0.0,62.1,12.0,2.0,0.0
2.0,5.0,22.0,12.0,0.0,0.0
4.0,3.0,37.1,12.5,1.0,0.0
3.0,4.0,34.8,13.0,0.0,0.0
7.0,0.0,41.4,10.0,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,30.0,11.0,2.0,0.0
6.0,1.0,54.0,16.6,0.0,1.0
8.0,0.0,19.5,6.1,0.0,1.0
6.0,1.0,38.0,14.0,2.0,2.0
5.0,2.0,33.0,10.0,2.0,0.0
8.0,1.0,68.1,16.0,1.0,2.0
6.0,2.0,48.7,20.0,0.0,0.0
6.0,1.0,56.8,17.0,0.0,0.0
6.0,1.0,34.8,11.0,2.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,2.0,59.4,22.0,0.0,1.0
7.0,0.0,78.0,16.0,0.0,1.0
9.0,0.0,112.2,21.8,1.0,1.0
9.0,0.0,35.7,9.8,1.0,2.0
3.0,4.0,13.5,7.0,1.0,1.0
5.0,2.0,31.7,14.0,2.0,1.0
8.0,0.0,116.0,25.8,2.0,0.0
6.0,1.0,52.3,14.0,2.0,1.0
2.0,5.0,0.0,0.0,0.0,2.0
6.0,1.0,1.2,1.2,0.0,3.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,106.3,24.3,2.0,0.0
6.0,1.0,42.8,11.6,2.0,0.0
7.0,0.0,95.5,17.0,1.0,1.0
4.0,3.0,41.1,15.2,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,33.1,9.7,2.0,0.0
7.0,1.0,26.5,10.7,0.0,3.0
9.0,0.0,31.2,12.0,0.0,4.0
5.0,2.0,29.8,13.0,0.0,1.0
4.0,3.0,17.0,9.0,1.0,2.0
3.0,4.0,38.0,14.0,0.0,0.0
4.0,3.0,41.5,11.4,0.0,0.0
6.0,2.0,23.0,9.0,1.0,2.0
7.0,1.0,38.5,13.4,0.0,2.0
6.0,1.0,7.2,4.4,2.0,1.0
4.0,3.0,37.0,14.0,1.0,0.0
5.0,2.0,43.2,12.2,1.0,1.0
5.0,2.0,93.3,80.8,0.0,0.0
10.0,0.0,32.3,12.0,1.0,3.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,1.0,106.9,22.0,3.0,1.0
5.0,2.0,33.0,10.0,2.0,0.0
8.0,0.0,45.5,14.5,0.0,1.0
8.0,0.0,109.7,24.2,1.0,1.0
6.0,1.0,22.6,8.0,1.0,2.0
7.0,1.0,45.7,13.8,2.0,0.0
4.0,4.0,0.0,0.0,0.0,0.0
5.0,2.0,33.8,9.3,2.0,0.0
8.0,0.0,81.8,19.6,1.0,1.0
5.0,2.0,25.3,8.5,2.0,1.0
7.0,0.0,29.5,8.0,0.0,3.0
7.0,0.0,25.9,7.2,0.0,2.0
8.0,0.0,0.0,0.0,0.0,2.0
3.0,4.0,0.0,0.0,0.0,0.0
6.0,2.0,25.5,9.5,0.0,1.0
5.0,3.0,44.0,18.0,2.0,1.0
6.0,1.0,40.8,8.8,0.0,0.0
5.0,2.0,19.0,13.0,0.0,0.0
4.0,3.0,59.0,19.5,2.0,0.0
2.0,5.0,4.0,4.0,0.0,1.0
5.0,2.0,107.0,30.0,2.0,0.0
5.0,2.0,31.3,10.0,2.0,0.0
11.0,0.0,97.0,26.0,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,44.4,10.0,1.0,2.0
7.0,1.0,0.0,0.0,0.0,0.0
7.0,2.0,56.8,22.0,0.0,2.0
7.0,1.0,18.8,6.2,0.0,0.0
8.0,0.0,13.4,10.9,0.0,3.0
5.0,2.0,56.8,13.0,0.0,0.0
3.0,4.0,19.6,11.4,0.0,1.0
9.0,0.0,96.6,17.8,0.0,1.0
1.0,6.0,6.2,6.2,0.0,0.0
6.0,1.0,62.8,14.2,1.0,0.0
5.0,2.0,28.9,8.7,1.0,0.0
6.0,1.0,103.9,33.5,2.0,0.0
2.0,5.0,3.2,3.2,0.0,0.0
5.0,2.0,75.3,19.6,0.0,0.0
5.0,2.0,56.4,13.8,1.0,0.0
7.0,2.0,45.4,12.0,1.0,1.0
8.0,0.0,54.7,19.8,3.0,1.0
5.0,2.0,31.9,8.0,3.0,1.0
5.0,3.0,14.0,5.4,0.0,1.0
7.0,1.0,3.3,3.3,0.0,1.0
5.0,2.0,34.2,8.0,0.0,0.0
5.0,2.0,22.3,9.5,2.0,0.0
7.0,1.0,126.1,28.0,1.0,1.0
9.0,1.0,130.0,31.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
11.0,0.0,35.0,10.5,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,69.2,17.2,1.0,1.0
1.0,6.0,4.0,4.0,0.0,0.0
9.0,1.0,132.1,31.2,1.0,0.0
8.0,1.0,0.0,0.0,0.0,3.0
5.0,2.0,43.8,11.0,0.0,0.0
7.0,0.0,91.3,16.0,3.0,0.0
6.0,1.0,38.7,12.8,2.0,1.0
6.0,1.0,5.0,2.5,0.0,2.0
9.0,0.0,58.6,40.0,0.0,5.0
7.0,1.0,48.7,23.0,2.0,0.0
5.0,2.0,66.0,19.0,0.0,0.0
6.0,1.0,78.9,28.1,0.0,0.0
4.0,3.0,10.8,10.8,0.0,0.0
6.0,1.0,56.2,14.0,2.0,1.0
7.0,0.0,80.1,18.0,6.0,1.0
7.0,1.0,59.5,13.1,2.0,0.0
3.0,4.0,21.5,7.5,0.0,0.0
6.0,1.0,0.0,0.0,0.0,3.0
10.0,1.0,111.6,25.5,2.0,0.0
1.0,6.0,0.0,0.0,0.0,0.0
4.0,3.0,35.1,14.6,3.0,1.0
4.0,3.0,20.9,8.4,1.0,2.0
10.0,0.0,91.8,25.3,3.0,0.0
8.0,0.0,54.2,14.6,2.0,2.0
5.0,2.0,17.6,7.6,1.0,2.0
6.0,1.0,66.9,15.8,2.0,0.0
9.0,0.0,154.0,39.0,1.0,0.0
8.0,2.0,57.0,19.7,1.0,0.0
6.0,1.0,44.1,14.1,1.0,1.0
9.0,0.0,106.9,30.0,1.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0
4.0,3.0,12.6,5.0,2.0,1.0
7.0,0.0,90.1,20.7,1.0,2.0
9.0,1.0,51.0,18.0,1.0,2.0
6.0,1.0,44.0,13.3,2.0,1.0
9.0,0.0,157.5,30.0,3.0,0.0
6.0,1.0,40.8,9.8,1.0,0.0
7.0,0.0,63.8,18.0,2.0,2.0
5.0,3.0,52.2,18.0,2.0,0.0
4.0,3.0,10.5,5.0,0.0,0.0
7.0,1.0,38.2,11.3,2.0,2.0
11.0,0.0,70.6,19.2,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,52.4,18.2,0.0,2.0
2.0,5.0,0.0,0.0,0.0,0.0
7.0,1.0,87.0,19.3,3.0,1.0
7.0,1.0,87.0,25.1,2.0,0.0
5.0,2.0,34.0,13.0,0.0,0.0
9.0,2.0,72.1,17.0,0.0,2.0
4.0,3.0,20.7,8.0,1.0,0.0
5.0,2.0,6.0,6.0,0.0,0.0
7.0,0.0,16.2,6.0,0.0,3.0
4.0,3.0,9.0,5.0,0.0,0.0
7.0,0.0,53.1,12.9,2.0,0.0
3.0,4.0,5.8,5.8,1.0,1.0
5.0,2.0,66.5,14.4,0.0,0.0
6.0,2.0,76.8,16.8,3.0,1.0
6.0,1.0,34.0,10.0,1.0,2.0
3.0,4.0,19.2,8.1,2.0,0.0
8.0,0.0,69.8,14.3,2.0,1.0
6.0,1.0,141.3,38.0,2.0,0.0
6.0,1.0,48.2,12.6,2.0,0.0
