nr. sessions,nr. rest days,total kms,max km one day,"nr. tough sessions (effort in Z5, T1 or T2)",nr. strength trainings
7.0,1.0,101.2,30.2,2.0,1.0
7.0,0.0,80.7,19.7,2.0,2.0
8.0,0.0,57.0,13.8,2.0,0.0
3.0,4.0,24.0,12.0,0.0,0.0
10.0,0.0,143.4,26.3,0.0,1.0
5.0,2.0,32.6,12.2,1.0,1.0
8.0,0.0,46.8,12.0,1.0,4.0
9.0,0.0,112.0,24.0,0.0,0.0
7.0,0.0,75.0,17.0,1.0,4.0
4.0,3.0,34.1,13.8,2.0,1.0
6.0,1.0,32.0,12.0,1.0,1.0
7.0,1.0,112.8,25.0,3.0,2.0
7.0,0.0,51.4,13.6,1.0,2.0
6.0,1.0,105.2,24.2,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,25.4,6.8,2.0,0.0
4.0,3.0,0.0,0.0,0.0,2.0
7.0,1.0,74.4,16.0,2.0,1.0
4.0,3.0,57.0,23.0,1.0,0.0
6.0,1.0,85.1,21.6,1.0,0.0
6.0,1.0,65.0,21.0,2.0,0.0
5.0,2.0,0.0,0.0,0.0,3.0
2.0,5.0,10.6,5.6,0.0,0.0
6.0,1.0,30.6,10.2,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,35.5,9.0,3.0,0.0
1.0,6.0,0.0,0.0,0.0,1.0
4.0,3.0,27.8,8.2,3.0,0.0
6.0,1.0,0.0,0.0,0.0,2.0
7.0,0.0,88.3,17.6,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,72.4,18.0,0.0,1.0
9.0,1.0,39.7,9.0,0.0,2.0
4.0,3.0,27.5,7.5,0.0,0.0
4.0,3.0,4.0,4.0,0.0,0.0
1.0,6.0,5.8,5.8,1.0,0.0
2.0,5.0,17.0,10.0,0.0,0.0
6.0,1.0,66.0,17.0,0.0,0.0
2.0,5.0,12.0,6.0,0.0,0.0
5.0,2.0,15.5,10.0,0.0,0.0
6.0,1.0,42.4,11.5,0.0,2.0
5.0,2.0,26.8,8.8,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,10.8,5.0,0.0,2.0
8.0,0.0,19.8,8.4,0.0,0.0
4.0,3.0,21.0,9.0,0.0,1.0
5.0,2.0,33.8,7.0,2.0,0.0
5.0,2.0,38.4,10.2,3.0,0.0
10.0,0.0,41.1,12.0,0.0,2.0
5.0,2.0,37.0,10.0,1.0,0.0
5.0,2.0,30.0,8.0,0.0,0.0
5.0,2.0,38.2,13.0,2.0,0.0
13.0,0.0,96.1,21.6,0.0,4.0
11.0,1.0,130.4,28.3,3.0,0.0
6.0,1.0,76.0,18.0,1.0,0.0
3.0,4.0,23.0,12.0,0.0,1.0
6.0,1.0,49.4,14.9,3.0,1.0
8.0,0.0,115.6,22.9,1.0,2.0
3.0,4.0,6.0,6.0,0.0,1.0
4.0,3.0,9.9,5.9,0.0,1.0
7.0,0.0,33.6,6.6,2.0,0.0
9.0,1.0,94.9,23.7,2.0,1.0
6.0,1.0,65.0,17.0,0.0,0.0
7.0,1.0,6.0,6.0,0.0,0.0
9.0,0.0,108.2,20.0,0.0,1.0
6.0,1.0,80.2,14.4,2.0,0.0
7.0,1.0,63.3,17.0,1.0,2.0
9.0,1.0,9.8,3.8,0.0,2.0
6.0,1.0,17.0,9.0,0.0,0.0
5.0,2.0,53.9,13.0,0.0,0.0
4.0,3.0,25.3,10.3,1.0,1.0
7.0,1.0,70.3,13.1,1.0,1.0
8.0,0.0,105.5,18.4,4.0,0.0
5.0,2.0,39.0,9.0,1.0,0.0
8.0,0.0,66.6,15.0,3.0,2.0
5.0,2.0,54.9,16.5,1.0,1.0
8.0,1.0,129.0,30.0,2.0,0.0
7.0,0.0,0.0,0.0,0.0,2.0
6.0,1.0,0.0,0.0,0.0,2.0
8.0,0.0,52.2,12.7,1.0,1.0
5.0,2.0,36.2,8.0,1.0,0.0
1.0,6.0,9.4,9.4,0.0,0.0
8.0,1.0,109.6,26.5,0.0,2.0
10.0,1.0,24.7,14.5,0.0,4.0
2.0,5.0,34.0,26.0,0.0,0.0
7.0,2.0,52.1,17.0,0.0,0.0
5.0,3.0,34.3,12.0,1.0,1.0
4.0,4.0,37.6,21.1,0.0,0.0
5.0,2.0,43.5,14.0,2.0,0.0
7.0,0.0,53.4,15.8,1.0,2.0
3.0,4.0,12.2,7.0,0.0,0.0
4.0,3.0,2.0,2.0,0.0,0.0
5.0,3.0,68.4,27.3,2.0,1.0
4.0,3.0,44.5,16.0,1.0,0.0
4.0,3.0,45.3,12.5,0.0,0.0
7.0,0.0,61.2,16.0,2.0,2.0
4.0,3.0,42.1,14.0,0.0,0.0
8.0,1.0,87.2,20.8,1.0,2.0
6.0,1.0,38.7,9.7,1.0,1.0
7.0,1.0,55.7,14.1,2.0,2.0
5.0,2.0,60.6,18.4,2.0,0.0
7.0,0.0,15.8,4.2,0.0,3.0
5.0,2.0,41.9,12.4,0.0,1.0
5.0,2.0,18.4,6.2,0.0,1.0
7.0,0.0,46.6,13.0,1.0,1.0
4.0,3.0,36.5,11.5,2.0,0.0
5.0,2.0,37.4,13.2,2.0,1.0
5.0,2.0,58.0,13.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,63.1,16.3,1.0,2.0
2.0,5.0,15.5,10.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,17.4,6.6,2.0,0.0
7.0,1.0,43.1,13.6,0.0,2.0
9.0,0.0,25.5,7.6,2.0,2.0
6.0,1.0,50.3,12.3,1.0,0.0
4.0,4.0,45.6,22.0,1.0,0.0
5.0,2.0,57.0,14.5,2.0,0.0
8.0,0.0,83.6,23.4,1.0,2.0
8.0,1.0,102.8,25.5,2.0,0.0
4.0,3.0,35.5,10.0,2.0,0.0
11.0,0.0,75.5,16.0,2.0,1.0
7.0,0.0,77.7,20.0,1.0,2.0
6.0,1.0,28.1,9.0,0.0,0.0
7.0,1.0,64.0,18.0,2.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,72.4,17.7,2.0,0.0
8.0,1.0,63.4,15.7,2.0,0.0
5.0,2.0,25.5,10.0,2.0,0.0
4.0,4.0,46.4,23.4,1.0,0.0
6.0,2.0,40.6,11.0,0.0,1.0
5.0,2.0,27.8,8.0,1.0,0.0
4.0,3.0,21.1,8.6,0.0,1.0
9.0,1.0,134.6,34.2,1.0,1.0
6.0,2.0,31.5,11.4,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,5.0,55.0,30.0,0.0,0.0
5.0,2.0,56.9,15.1,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,0.0,56.9,14.0,2.0,1.0
8.0,0.0,67.5,17.5,2.0,3.0
5.0,3.0,10.8,5.5,0.0,1.0
5.0,2.0,34.7,10.8,2.0,0.0
5.0,3.0,33.4,12.0,0.0,1.0
7.0,0.0,56.6,14.3,2.0,0.0
7.0,0.0,123.5,21.0,2.0,0.0
5.0,3.0,38.2,18.0,1.0,0.0
7.0,0.0,35.6,9.6,1.0,2.0
7.0,0.0,98.3,22.0,3.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,2.0
5.0,2.0,35.4,9.5,1.0,0.0
3.0,4.0,27.0,11.0,0.0,0.0
6.0,2.0,45.0,17.6,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,51.2,11.5,2.0,0.0
9.0,1.0,52.0,13.0,3.0,1.0
7.0,0.0,90.8,21.0,1.0,1.0
9.0,0.0,78.4,16.5,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,23.0,9.6,2.0,0.0
5.0,2.0,41.1,16.0,0.0,2.0
7.0,0.0,77.3,26.0,2.0,2.0
8.0,0.0,111.4,19.2,2.0,1.0
3.0,4.0,28.0,10.0,0.0,0.0
7.0,1.0,87.9,19.6,1.0,0.0
6.0,1.0,47.6,12.0,0.0,0.0
6.0,1.0,61.7,18.0,0.0,1.0
9.0,0.0,118.7,22.1,3.0,0.0
7.0,1.0,68.7,19.0,1.0,0.0
5.0,2.0,30.0,10.4,2.0,2.0
6.0,1.0,0.0,0.0,0.0,4.0
1.0,6.0,9.4,9.4,0.0,0.0
3.0,4.0,5.8,2.7,0.0,0.0
5.0,2.0,50.3,13.8,1.0,0.0
11.0,0.0,149.2,36.0,0.0,0.0
6.0,1.0,26.5,9.6,1.0,2.0
6.0,1.0,76.5,15.5,0.0,0.0
7.0,0.0,84.6,19.7,2.0,2.0
7.0,1.0,43.0,12.0,1.0,3.0
5.0,2.0,24.8,6.3,1.0,1.0
7.0,0.0,45.2,10.4,1.0,2.0
7.0,0.0,84.2,21.0,1.0,1.0
6.0,1.0,66.8,14.5,2.0,0.0
9.0,0.0,91.4,20.6,1.0,1.0
6.0,1.0,31.3,10.3,0.0,2.0
5.0,3.0,36.8,14.8,2.0,1.0
2.0,5.0,2.2,2.2,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,66.6,16.5,2.0,3.0
6.0,2.0,10.3,4.8,0.0,0.0
6.0,1.0,31.5,9.5,2.0,1.0
7.0,1.0,49.0,19.0,2.0,1.0
4.0,4.0,54.0,28.0,0.0,1.0
6.0,3.0,77.4,25.9,0.0,0.0
8.0,0.0,81.4,20.1,2.0,1.0
5.0,2.0,60.3,14.5,0.0,1.0
11.0,0.0,86.5,20.6,3.0,3.0
4.0,3.0,55.0,30.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,2.0,122.0,49.5,1.0,0.0
6.0,2.0,3.8,1.5,0.0,2.0
7.0,0.0,70.2,13.8,3.0,1.0
5.0,2.0,7.0,7.0,0.0,0.0
5.0,2.0,64.0,15.0,0.0,0.0
7.0,0.0,59.2,15.8,2.0,2.0
10.0,0.0,137.8,28.3,2.0,3.0
6.0,1.0,37.4,11.3,0.0,1.0
5.0,2.0,24.0,7.8,0.0,1.0
7.0,1.0,60.9,16.2,2.0,2.0
8.0,0.0,33.0,8.6,0.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,0.0,70.5,15.0,2.0,2.0
4.0,3.0,54.3,16.7,0.0,0.0
6.0,1.0,37.5,11.0,0.0,2.0
7.0,1.0,62.2,16.0,2.0,2.0
8.0,1.0,41.4,13.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,20.8,9.1,0.0,1.0
3.0,4.0,36.8,13.0,1.0,0.0
6.0,1.0,26.8,8.5,0.0,2.0
5.0,2.0,42.9,16.0,2.0,2.0
3.0,4.0,37.0,13.0,0.0,0.0
8.0,0.0,103.5,23.0,2.0,0.0
7.0,1.0,34.2,12.5,0.0,0.0
9.0,0.0,169.5,31.0,1.0,2.0
2.0,5.0,4.3,2.6,0.0,0.0
3.0,4.0,0.0,0.0,0.0,0.0
10.0,1.0,121.0,28.3,3.0,0.0
6.0,1.0,34.5,9.7,1.0,2.0
4.0,3.0,18.0,6.6,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
3.0,4.0,33.9,12.5,0.0,0.0
6.0,1.0,95.0,22.0,0.0,0.0
5.0,2.0,66.8,18.1,2.0,0.0
5.0,2.0,61.0,14.0,0.0,0.0
7.0,0.0,12.8,5.0,0.0,2.0
7.0,1.0,46.2,11.0,0.0,1.0
7.0,1.0,44.9,17.6,4.0,1.0
2.0,5.0,0.0,0.0,0.0,0.0
4.0,4.0,3.2,1.2,0.0,0.0
6.0,1.0,55.6,13.5,2.0,2.0
4.0,3.0,45.6,13.8,0.0,0.0
3.0,4.0,16.2,10.2,1.0,1.0
7.0,0.0,84.0,19.0,0.0,0.0
9.0,0.0,40.1,10.8,1.0,1.0
7.0,1.0,45.7,12.4,1.0,2.0
6.0,1.0,57.4,12.9,1.0,0.0
2.0,5.0,5.0,5.0,0.0,0.0
6.0,1.0,32.5,11.1,0.0,0.0
3.0,4.0,34.1,12.1,0.0,0.0
9.0,0.0,149.9,29.3,3.0,2.0
4.0,3.0,13.4,4.8,0.0,0.0
7.0,0.0,38.5,11.0,2.0,1.0
9.0,0.0,128.6,26.1,1.0,1.0
6.0,1.0,61.7,14.1,0.0,0.0
7.0,1.0,57.5,13.0,1.0,1.0
10.0,0.0,2.5,2.5,0.0,0.0
7.0,0.0,51.6,11.3,3.0,3.0
5.0,2.0,40.6,12.2,2.0,1.0
8.0,0.0,36.6,10.7,0.0,3.0
4.0,3.0,51.5,15.0,2.0,0.0
6.0,1.0,28.9,10.3,1.0,1.0
5.0,2.0,36.3,15.3,1.0,1.0
4.0,3.0,19.5,6.0,0.0,0.0
8.0,1.0,23.5,7.0,0.0,1.0
7.0,1.0,78.5,20.4,2.0,2.0
4.0,3.0,41.0,13.0,0.0,0.0
4.0,3.0,28.0,13.0,0.0,0.0
4.0,3.0,52.8,14.0,0.0,0.0
6.0,1.0,39.8,10.1,2.0,0.0
1.0,6.0,12.0,12.0,0.0,0.0
9.0,0.0,3.6,2.1,0.0,0.0
2.0,5.0,10.4,6.0,1.0,0.0
7.0,0.0,68.0,16.0,0.0,0.0
5.0,2.0,63.4,17.7,0.0,0.0
7.0,1.0,112.1,23.6,3.0,1.0
5.0,2.0,5.0,3.0,0.0,3.0
7.0,0.0,38.4,12.0,3.0,2.0
7.0,0.0,49.4,16.2,1.0,1.0
7.0,0.0,58.2,11.6,4.0,0.0
6.0,1.0,34.1,10.0,1.0,1.0
6.0,1.0,58.2,14.5,3.0,1.0
4.0,3.0,24.6,12.6,0.0,0.0
9.0,1.0,43.7,11.0,0.0,1.0
5.0,2.0,30.4,8.0,1.0,0.0
4.0,3.0,39.2,13.0,0.0,0.0
1.0,6.0,5.0,5.0,0.0,0.0
5.0,2.0,60.9,19.2,3.0,0.0
7.0,0.0,79.4,18.6,2.0,2.0
7.0,0.0,113.5,22.0,1.0,0.0
5.0,2.0,33.5,12.3,1.0,2.0
5.0,2.0,0.0,0.0,0.0,2.0
9.0,0.0,139.9,21.6,1.0,2.0
4.0,4.0,0.0,0.0,0.0,0.0
7.0,1.0,42.8,17.0,0.0,0.0
7.0,0.0,36.3,8.5,2.0,0.0
7.0,0.0,77.0,19.0,0.0,0.0
6.0,1.0,42.2,10.0,1.0,2.0
3.0,4.0,43.8,21.7,0.0,1.0
5.0,2.0,76.2,21.0,0.0,0.0
6.0,1.0,43.9,12.7,1.0,0.0
11.0,0.0,202.5,40.0,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
6.0,1.0,22.4,8.4,0.0,0.0
9.0,1.0,48.0,22.0,3.0,2.0
3.0,4.0,24.0,13.0,0.0,0.0
7.0,2.0,49.7,12.0,1.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,0.0,136.3,27.2,2.0,3.0
9.0,2.0,57.4,19.6,2.0,2.0
9.0,0.0,12.2,7.1,0.0,0.0
8.0,0.0,96.4,25.0,1.0,1.0
5.0,2.0,0.0,0.0,0.0,0.0
6.0,1.0,34.7,12.3,2.0,2.0
8.0,0.0,160.0,31.0,0.0,3.0
4.0,3.0,27.0,18.0,0.0,1.0
7.0,0.0,110.4,24.0,2.0,0.0
7.0,0.0,109.1,21.0,1.0,1.0
5.0,2.0,39.0,11.5,1.0,0.0
3.0,4.0,47.6,25.0,1.0,0.0
8.0,1.0,132.7,25.3,0.0,0.0
9.0,0.0,139.2,24.0,1.0,0.0
8.0,0.0,80.3,21.1,2.0,1.0
7.0,0.0,9.0,3.0,3.0,1.0
6.0,1.0,51.5,21.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,109.0,19.0,1.0,0.0
4.0,3.0,25.6,9.2,0.0,1.0
3.0,4.0,17.0,17.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,78.4,15.9,2.0,2.0
4.0,3.0,14.3,7.2,0.0,0.0
9.0,1.0,129.1,32.8,0.0,1.0
1.0,6.0,14.3,14.3,0.0,0.0
7.0,1.0,92.5,18.6,3.0,0.0
6.0,1.0,22.4,6.4,1.0,1.0
11.0,0.0,83.3,16.1,1.0,3.0
7.0,1.0,74.5,24.0,0.0,0.0
4.0,3.0,41.9,15.8,0.0,0.0
6.0,1.0,42.0,13.4,2.0,1.0
6.0,1.0,73.3,19.0,0.0,1.0
7.0,1.0,79.3,18.0,3.0,1.0
4.0,3.0,34.8,14.5,2.0,0.0
6.0,1.0,35.0,8.0,0.0,1.0
6.0,1.0,81.0,18.0,0.0,0.0
7.0,1.0,1.8,1.8,0.0,1.0
5.0,2.0,53.7,13.6,2.0,1.0
3.0,4.0,25.0,9.5,0.0,0.0
7.0,0.0,76.3,13.0,0.0,0.0
6.0,1.0,75.9,18.2,2.0,1.0
6.0,1.0,24.4,11.4,0.0,0.0
3.0,4.0,34.1,14.3,1.0,0.0
7.0,2.0,17.1,6.5,0.0,2.0
5.0,2.0,73.8,18.0,2.0,1.0
9.0,0.0,86.5,18.0,1.0,1.0
5.0,2.0,66.5,17.5,0.0,0.0
6.0,1.0,91.9,20.3,2.0,0.0
7.0,0.0,104.0,19.0,2.0,1.0
10.0,0.0,5.1,3.0,0.0,2.0
8.0,1.0,133.2,25.3,0.0,0.0
7.0,0.0,118.5,22.0,0.0,0.0
6.0,1.0,132.0,80.0,0.0,4.0
6.0,1.0,53.5,17.0,2.0,2.0
7.0,0.0,87.6,17.4,1.0,0.0
7.0,1.0,36.8,16.3,0.0,0.0
8.0,2.0,45.1,10.6,3.0,1.0
3.0,4.0,17.0,9.2,1.0,0.0
6.0,2.0,51.6,19.5,1.0,1.0
7.0,0.0,75.1,17.5,2.0,1.0
10.0,0.0,124.1,29.6,2.0,1.0
9.0,0.0,68.4,16.0,1.0,0.0
7.0,0.0,29.4,9.5,0.0,1.0
5.0,2.0,36.0,11.0,0.0,0.0
4.0,3.0,47.4,15.0,2.0,0.0
5.0,2.0,66.0,30.0,0.0,2.0
8.0,1.0,43.6,13.0,0.0,2.0
7.0,2.0,5.2,2.8,0.0,1.0
9.0,0.0,122.6,28.5,2.0,2.0
7.0,0.0,108.0,25.0,0.0,0.0
6.0,1.0,73.4,18.4,0.0,1.0
1.0,6.0,0.0,0.0,0.0,1.0
5.0,2.0,185.0,82.0,0.0,0.0
6.0,1.0,31.9,10.7,3.0,1.0
5.0,2.0,25.2,9.5,1.0,1.0
4.0,3.0,23.2,12.1,2.0,0.0
9.0,0.0,86.4,17.7,0.0,2.0
7.0,0.0,12.8,5.0,0.0,2.0
9.0,0.0,167.5,35.0,1.0,0.0
6.0,1.0,54.3,19.0,2.0,1.0
8.0,1.0,7.0,4.0,0.0,1.0
8.0,0.0,32.8,13.3,0.0,2.0
2.0,5.0,0.0,0.0,0.0,2.0
3.0,4.0,28.7,11.0,0.0,0.0
5.0,2.0,43.0,17.0,1.0,2.0
6.0,2.0,25.5,10.0,1.0,0.0
4.0,3.0,48.0,17.0,0.0,0.0
4.0,3.0,35.2,13.8,1.0,0.0
7.0,0.0,101.5,21.0,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
1.0,6.0,5.0,5.0,0.0,0.0
5.0,2.0,26.1,8.0,1.0,0.0
5.0,2.0,43.7,10.0,4.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,2.0,11.2,4.5,0.0,1.0
5.0,3.0,2.3,1.2,0.0,0.0
5.0,2.0,40.7,17.9,0.0,0.0
7.0,0.0,47.0,12.3,2.0,2.0
8.0,1.0,24.2,7.2,0.0,1.0
10.0,0.0,190.3,36.1,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
4.0,3.0,70.0,22.0,0.0,0.0
5.0,3.0,70.8,34.5,0.0,0.0
10.0,0.0,74.9,15.2,2.0,2.0
6.0,2.0,37.0,10.0,0.0,0.0
3.0,4.0,22.6,12.0,1.0,0.0
6.0,1.0,39.6,12.8,1.0,2.0
9.0,0.0,76.5,24.3,1.0,2.0
6.0,1.0,86.5,20.3,2.0,0.0
6.0,1.0,90.9,24.0,1.0,1.0
5.0,2.0,29.5,10.0,2.0,1.0
5.0,2.0,53.0,12.0,0.0,0.0
7.0,1.0,98.7,26.0,1.0,0.0
6.0,1.0,39.5,12.0,3.0,4.0
7.0,0.0,110.0,27.0,2.0,0.0
7.0,0.0,55.4,14.4,1.0,2.0
7.0,1.0,27.0,7.7,0.0,3.0
7.0,0.0,16.0,5.9,0.0,0.0
7.0,1.0,62.6,20.7,2.0,1.0
5.0,3.0,33.2,17.2,1.0,0.0
7.0,1.0,82.2,19.0,2.0,0.0
6.0,1.0,38.3,11.0,3.0,2.0
6.0,1.0,43.0,16.0,0.0,1.0
3.0,4.0,14.8,6.8,1.0,0.0
10.0,0.0,5.1,3.0,0.0,2.0
2.0,5.0,0.0,0.0,0.0,2.0
6.0,1.0,80.5,18.7,2.0,1.0
3.0,4.0,55.2,28.0,1.0,0.0
4.0,4.0,0.0,0.0,0.0,1.0
5.0,3.0,14.2,5.2,0.0,1.0
7.0,0.0,95.8,16.8,2.0,0.0
3.0,4.0,14.5,5.6,0.0,0.0
5.0,2.0,54.7,15.0,2.0,0.0
7.0,1.0,19.3,8.0,0.0,1.0
5.0,2.0,31.7,13.2,4.0,0.0
7.0,1.0,18.1,5.6,0.0,1.0
4.0,3.0,48.3,13.7,0.0,0.0
7.0,0.0,71.4,13.0,0.0,0.0
7.0,1.0,113.0,26.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,2.0
6.0,2.0,87.1,24.3,1.0,0.0
6.0,1.0,50.5,13.8,2.0,0.0
9.0,1.0,99.2,27.0,0.0,1.0
7.0,0.0,49.2,14.3,1.0,2.0
4.0,3.0,0.0,0.0,0.0,2.0
2.0,5.0,8.0,8.0,0.0,0.0
7.0,0.0,78.6,18.4,2.0,0.0
2.0,5.0,4.6,4.6,0.0,0.0
10.0,1.0,87.0,23.0,2.0,1.0
1.0,6.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,0.0
7.0,0.0,109.6,17.4,2.0,1.0
7.0,0.0,28.3,8.5,1.0,2.0
1.0,6.0,8.4,8.4,0.0,0.0
9.0,1.0,1.0,1.0,0.0,3.0
2.0,5.0,11.2,6.2,0.0,0.0
8.0,1.0,94.9,25.1,0.0,0.0
5.0,2.0,0.0,0.0,0.0,0.0
5.0,2.0,57.4,14.0,2.0,0.0
1.0,6.0,5.0,5.0,0.0,0.0
5.0,2.0,6.0,3.0,0.0,1.0
7.0,0.0,66.6,12.3,1.0,0.0
10.0,0.0,30.7,8.7,0.0,1.0
4.0,3.0,25.5,9.2,1.0,0.0
4.0,3.0,36.0,24.0,0.0,1.0
6.0,2.0,52.1,12.4,2.0,1.0
10.0,0.0,115.4,23.1,2.0,1.0
9.0,0.0,86.0,17.0,0.0,2.0
1.0,6.0,0.0,0.0,0.0,0.0
4.0,3.0,18.9,5.6,0.0,0.0
2.0,5.0,11.0,6.0,0.0,0.0
6.0,1.0,48.2,11.1,1.0,0.0
7.0,1.0,148.0,38.0,1.0,0.0
4.0,3.0,9.0,9.0,0.0,0.0
3.0,4.0,10.4,10.4,0.0,0.0
11.0,0.0,80.3,17.4,2.0,2.0
6.0,1.0,29.0,11.0,0.0,1.0
3.0,4.0,14.6,8.1,0.0,0.0
3.0,4.0,0.0,0.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,1.0
8.0,0.0,140.9,28.0,2.0,0.0
8.0,0.0,35.0,12.5,1.0,2.0
10.0,0.0,104.7,23.6,0.0,0.0
5.0,2.0,64.6,17.0,1.0,1.0
6.0,1.0,74.0,15.0,0.0,0.0
5.0,2.0,17.0,6.0,0.0,1.0
6.0,1.0,38.2,11.2,2.0,1.0
0.0,7.0,0.0,0.0,0.0,0.0
9.0,0.0,86.6,17.4,2.0,2.0
2.0,5.0,0.0,0.0,0.0,2.0
2.0,5.0,12.4,6.4,0.0,0.0
3.0,4.0,0.0,0.0,0.0,3.0
7.0,1.0,39.5,13.4,0.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,71.9,25.5,0.0,0.0
4.0,3.0,20.6,10.4,2.0,1.0
8.0,0.0,61.3,13.0,1.0,1.0
7.0,1.0,107.0,29.0,0.0,0.0
6.0,2.0,3.0,3.0,0.0,3.0
6.0,2.0,53.7,17.2,1.0,1.0
6.0,2.0,7.0,7.0,0.0,0.0
7.0,1.0,56.2,15.0,0.0,1.0
6.0,2.0,29.0,14.2,0.0,1.0
6.0,2.0,0.0,0.0,0.0,3.0
6.0,1.0,49.3,14.8,1.0,1.0
6.0,1.0,7.0,4.0,0.0,2.0
7.0,2.0,20.8,6.0,0.0,1.0
6.0,1.0,38.3,9.7,0.0,2.0
7.0,1.0,68.2,16.7,1.0,2.0
4.0,3.0,66.9,21.4,0.0,0.0
8.0,1.0,152.3,35.0,0.0,0.0
5.0,2.0,65.1,13.5,1.0,0.0
8.0,0.0,101.5,23.2,3.0,3.0
2.0,5.0,23.9,15.0,0.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
8.0,0.0,58.8,13.8,0.0,2.0
5.0,2.0,76.0,18.0,0.0,0.0
6.0,1.0,59.0,14.5,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
7.0,0.0,39.1,13.1,1.0,2.0
6.0,2.0,30.0,13.0,0.0,0.0
7.0,2.0,78.0,25.0,2.0,1.0
6.0,1.0,70.7,18.1,0.0,0.0
8.0,1.0,64.0,17.0,0.0,1.0
6.0,2.0,76.5,23.0,2.0,1.0
6.0,1.0,24.0,11.0,0.0,1.0
8.0,1.0,69.5,20.9,3.0,0.0
5.0,2.0,11.0,8.0,1.0,0.0
4.0,3.0,44.6,15.0,0.0,0.0
7.0,0.0,68.9,16.6,1.0,0.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,3.0,62.3,23.0,1.0,0.0
10.0,1.0,22.0,8.6,0.0,2.0
7.0,1.0,109.2,33.9,0.0,0.0
4.0,4.0,36.2,13.1,0.0,0.0
9.0,0.0,105.9,21.6,1.0,2.0
7.0,1.0,56.4,18.9,3.0,2.0
6.0,1.0,97.9,22.5,3.0,2.0
7.0,0.0,82.0,18.0,0.0,7.0
11.0,0.0,79.8,19.7,2.0,0.0
2.0,5.0,1.1,1.1,0.0,0.0
8.0,1.0,73.3,20.0,0.0,2.0
7.0,0.0,34.8,9.1,0.0,1.0
2.0,5.0,8.0,6.0,1.0,0.0
8.0,0.0,107.1,25.0,2.0,0.0
9.0,1.0,48.0,22.0,3.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,35.7,12.0,1.0,1.0
13.0,0.0,143.8,30.4,3.0,2.0
7.0,0.0,67.1,16.7,1.0,2.0
0.0,7.0,0.0,0.0,0.0,0.0
5.0,2.0,34.2,10.3,1.0,0.0
6.0,1.0,55.3,12.5,3.0,1.0
9.0,0.0,12.6,6.7,0.0,1.0
6.0,1.0,0.0,0.0,0.0,2.0
7.0,1.0,91.4,18.4,2.0,1.0
6.0,3.0,12.9,6.7,2.0,2.0
2.0,5.0,0.0,0.0,0.0,2.0
7.0,0.0,63.2,19.5,3.0,2.0
2.0,5.0,12.0,6.0,0.0,0.0
6.0,1.0,75.2,20.0,2.0,1.0
4.0,3.0,52.6,16.0,2.0,0.0
4.0,3.0,0.0,0.0,0.0,0.0
7.0,2.0,4.0,2.0,0.0,2.0
6.0,1.0,45.6,10.2,2.0,0.0
8.0,0.0,31.0,11.5,0.0,0.0
6.0,1.0,19.0,5.0,0.0,1.0
6.0,1.0,117.0,28.0,2.0,0.0
5.0,2.0,27.0,18.0,0.0,2.0
9.0,0.0,129.8,25.5,1.0,3.0
